id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low
204357,VEN-2002-3-101-1008,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Caracas city,"Caracas,  Distrito Capital,",Distrito Capital,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,2002-01-19T00:00:00,2002-01-19T00:00:00,0,0,0,0,0,1,0
204358,VEN-2002-3-101-1009,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Bolivar town,"Barrio David Morales Bello, Edo. Bolívar",Bolívar state,Heres municipality,8.12923,-63.54086,POINT (-63.540860 8.129230),141353,Venezuela,101,Americas,1,1,2002-02-03T00:00:00,2002-02-03T00:00:00,0,0,0,0,0,1,0
204360,VEN-2002-3-101-1011,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Guarataro town,"Guarataro, Edo. Yaracuy",Yaracuy state,San Felipe municipality,10.36608,-68.52598,POINT (-68.525980 10.366080),144223,Venezuela,101,Americas,1,1,2002-03-04T00:00:00,2002-03-04T00:00:00,0,0,1,0,1,1,1
204361,VEN-2002-3-101-1012,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Las Adjuntas suburb of Caracas,"Las Adjuntas,  Caracas,",Distrito Capital,Libertador municipality,10.42845,-67.00694,POINT (-67.006940 10.428450),144226,Venezuela,101,Americas,1,1,2002-04-12T00:00:00,2002-04-12T00:00:00,0,0,0,0,0,2,0
204362,VEN-2002-3-101-1013,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Juan Griego town,"Juan Griego, Nueva Esparta,",Nueva Esparta state,Marcano municipality,11.08172,-63.96549,POINT (-63.965490 11.081720),145673,Venezuela,101,Americas,1,1,2002-05-01T00:00:00,2002-05-01T00:00:00,0,0,1,0,1,1,1
204363,VEN-2002-3-101-1014,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Petare suburb of Caracas,PEtare,Miranda state,Sucre municipality (Miranda),10.47226,-66.80155,POINT (-66.801550 10.472260),144227,Venezuela,101,Americas,1,1,2002-05-11T00:00:00,2002-05-11T00:00:00,0,0,0,0,0,1,0
204364,VEN-2002-3-101-1015,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Maracay town,"Maracay,  Edo. Aragua, ",Aragua state,Girardot municipality,10.24694,-67.59583,POINT (-67.595830 10.246940),144225,Venezuela,101,Americas,1,1,2002-05-16T00:00:00,2002-05-16T00:00:00,0,0,0,0,0,1,0
204365,VEN-2002-3-101-1016,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Bolivar State,"Anaway,  Edo. Bolívar,",Bolivar State,,6.33333,-63.5,POINT (-63.500000 6.333330),138474,Venezuela,101,Americas,1,1,2002-05-28T00:00:00,2002-05-28T00:00:00,0,0,0,0,0,1,0
204367,VEN-2002-3-101-1018,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Cúa town,"Cua,  Edo. Miranda",Miranda state,Urdaneta municipality (Miranda),10.15892,-66.88575,POINT (-66.885750 10.158920),144227,Venezuela,101,Americas,1,1,2002-06-13T00:00:00,2002-06-13T00:00:00,0,0,1,0,1,1,1
204368,VEN-2002-3-101-1019,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Santa Lucia del Tuy town,"Santa Lucía del Tuy, Edo. Miranda",Miranda state,Paz Castillo municipality,10.30542,-66.66047,POINT (-66.660470 10.305420),144227,Venezuela,101,Americas,1,1,2002-06-17T00:00:00,2002-06-17T00:00:00,0,0,1,0,1,1,1
204369,VEN-2002-3-101-1020,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Maiquetía town,"Maiquetía, Edo. Vargas,",Vargas state,Vargas municipality,10.59621,-66.95485,POINT (-66.954850 10.596210),144947,Venezuela,101,Americas,1,1,2002-06-21T00:00:00,2002-06-21T00:00:00,0,0,1,0,1,1,1
204370,VEN-2002-3-101-1021,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,4,Aragua state,"Municipio Marido, Edo. Aragua,",Aragua state,,10.0,-67.16667,POINT (-67.166670 10.000000),144226,Venezuela,101,Americas,1,1,2002-07-10T00:00:00,2002-07-10T00:00:00,0,0,1,0,1,1,1
204371,VEN-2002-3-101-1022,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Potosí village,"Potosí,  Edo. Táchira",Táchira state,Cardenas municipality,7.7969,-72.09164,POINT (-72.091640 7.796900),140616,Venezuela,101,Americas,1,1,2002-07-21T00:00:00,2002-07-21T00:00:00,0,0,1,0,1,1,1
204372,VEN-2002-3-101-1023,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.""",PROVEA,2002-11-01,liSia de casos de violación al derecho a la vida Presentación cronológica: octubre 2001- septiembre 2002 No.,PROVEA,1,Puerto La Cruz town,"Puerto la Cruz, Edo. Anzoátegui,",Anzoátegui state,Juan Antonio Sotillo municipality,10.21667,-64.61667,POINT (-64.616670 10.216670),144231,Venezuela,101,Americas,1,1,2002-09-18T00:00:00,2002-09-18T00:00:00,0,0,1,0,1,1,1
204380,VEN-2002-3-101-1025,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida""",PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida,PROVEA,4,Miranda state,Edo. Miranda,Miranda state,,10.25,-66.416667,POINT (-66.416667 10.250000),144228,Venezuela,101,Americas,1,1,2002-10-11T00:00:00,2002-10-11T00:00:00,0,0,1,0,1,1,1
204381,VEN-2002-3-101-1026,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida""",PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida,PROVEA,4,Anzoátegui state,Edo. Anzoátegui,Anzoátegui state,,9.0,-64.33333,POINT (-64.333330 9.000000),142792,Venezuela,101,Americas,1,1,2002-10-23T00:00:00,2002-10-23T00:00:00,0,0,1,0,1,1,1
204384,VEN-2002-3-101-1028,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida""",PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida,PROVEA,1,Bejuma town,"Bejuma,  Edo. Carabobo ",Carabobo state,Bejuma municipality,10.17309,-68.25887,POINT (-68.258870 10.173090),144224,Venezuela,101,Americas,1,1,2002-11-03T00:00:00,2002-11-03T00:00:00,0,0,2,0,2,2,2
204385,VEN-2002-3-101-1029,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida""",PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida,PROVEA,1,Caracas city,"Caracas,  Mun. Libertador ",Distrito Capital,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,2002-12-19T00:00:00,2002-12-19T00:00:00,0,0,1,0,1,1,1
204386,VEN-2002-3-101-1030,2002,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida""",PROVEA,2003-11-01,5.Lista de casos de violaciones al derecho a la vida,PROVEA,1,Barcelona town,"Barcelona,  Edo. Anzoátegui ",Anzoátegui state,Simon Bolivar municipality,10.13333,-64.7,POINT (-64.700000 10.133330),144231,Venezuela,101,Americas,1,1,2002-12-28T00:00:00,2002-12-28T00:00:00,0,0,3,0,3,3,3
204551,VEN-2006-3-101-3,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,4,Guárico state,Guárico,Guárico state,,8.66667,-66.58333,POINT (-66.583330 8.666670),142067,Venezuela,101,Americas,1,1,2006-02-09T00:00:00,2006-02-09T00:00:00,0,0,1,0,1,1,1
204552,VEN-2006-3-101-4,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,1,Tovar town,"Aragua,  Colonia Tovar",Aragua state,Tovar municipality,10.40602,-67.29199,POINT (-67.291990 10.406020),144226,Venezuela,101,Americas,1,1,2006-02-17T00:00:00,2006-02-17T00:00:00,0,0,0,0,0,1,0
204554,VEN-2006-3-101-5,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,4,Guárico state,Guarico,Guárico state,,8.66667,-66.58333,POINT (-66.583330 8.666670),142067,Venezuela,101,Americas,1,1,2006-03-10T00:00:00,2006-03-10T00:00:00,0,0,0,0,0,1,0
204555,VEN-2006-3-101-6,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,2,Soapire town,"Altos de Soapire, Miranda",Miranda state,Independencia municipality,10.3,-66.73333,POINT (-66.733330 10.300000),144227,Venezuela,101,Americas,1,1,2006-03-19T00:00:00,2006-03-19T00:00:00,0,0,1,0,1,1,1
204556,VEN-2006-3-101-7,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,1,Caricuao suburb of Caracas,"Caracas, Caricuao",Distrito Capital,Libertador municipality,10.43337,-66.98313,POINT (-66.983130 10.433370),144227,Venezuela,101,Americas,1,1,2006-04-10T00:00:00,2006-04-10T00:00:00,0,0,1,0,1,1,1
204558,VEN-2006-3-101-8,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,1,Maracaibo town,"Zulia,  Maracaibo  ",Zulia state,Maracaibo municipality,10.63167,-71.64056,POINT (-71.640560 10.631670),144937,Venezuela,101,Americas,1,1,2006-04-30T00:00:00,2006-04-30T00:00:00,0,0,1,0,1,1,1
204562,VEN-2006-3-101-11,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,1,Puerto La Cruz town,Puerto La Cruz,Anzoátegui state,Juan Antonio Sotillo municipality,10.21667,-64.61667,POINT (-64.616670 10.216670),144231,Venezuela,101,Americas,1,1,2006-05-19T00:00:00,2006-05-19T00:00:00,0,0,1,0,1,1,1
204564,VEN-2006-3-101-12,2006,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006""",PROVEA,2006-11-01,Annexos 5. 9.Lista de casos de violaciones al derecho a la vida Presentación cronológica: octubre 2005- septiembre 2006,PROVEA,4,Lara state,Lara,Lara state,,10.16667,-69.83333,POINT (-69.833330 10.166670),144221,Venezuela,101,Americas,1,1,2006-05-30T00:00:00,2006-05-30T00:00:00,0,0,0,0,0,1,0
204029,VEN-1998-3-101-1006,1998,False,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1999-11-01,Lista Parcial de violaciones al derecho a la vida""",PROVEA,1999-11-01,Lista Parcial de violaciones al derecho a la vida,PROVEA,1,Zuata town,"Zuata,  Edo. Aragua",Aragua state,Sucre municipality (Aragua),10.16301,-67.39323,POINT (-67.393230 10.163010),144226,Venezuela,101,Americas,1,1,1998-10-22T00:00:00,1998-10-22T00:00:00,0,0,0,0,0,1,0
204493,VEN-2005-3-101-8,2005,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2005-11-01,Anexo Capítulo Derecho a la Vida Lista de casos de violaciones al derecho a la vida """,PROVEA,2005-11-01,Anexo Capítulo Derecho a la Vida Lista de casos de violaciones al derecho a la vida,PROVEA,1,Caracas city,Caracas,Distrito Capital,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,2005-02-15T00:00:00,2005-02-15T00:00:00,0,0,1,0,1,1,1
194895,VEN-1992-1-475-5,1992,True,Clear,1,1-80,277,Venezuela:Government,475,575,Government of Venezuela - Military faction (forces of Hugo Chávez),101,18,Government of Venezuela,1603,742,Military faction (forces of Hugo Chávez),-1,http://www.acig.org/artman/publish/article_161.shtml,,,,,1,Caracas city,"Los Flores de Catia department, Caracas city",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-11-27T00:00:00,1992-11-27T00:00:00,0,4,0,0,4,4,4
197467,VEN-1992-3-101-999,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela,police /PROVEA,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-03-10T00:00:00,1992-03-10T00:00:00,0,0,8,0,8,8,8
197476,VEN-1992-1-475-999,1992,True,Clear,1,1-80,277,Venezuela:Government,475,575,Government of Venezuela - Military faction (forces of Hugo Chávez),101,18,Government of Venezuela,1603,742,Military faction (forces of Hugo Chávez),-1,"The Globe and Mail 5 Feb 1992 ""Coup attempt fails in Venezuela Disgruntled soldiers try to topple Latin America's second-oldest democracy"" / The Evening Standard 5 Feb 1992 ""Venezuela coup crushed"" / AP 6 Feb 2001 ""Chavez promise: No more uprisings in Venezuela",,,,president / local newspaper,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-02-04T00:00:00,1992-02-04T00:00:00,0,0,0,14,14,14,14
197477,VEN-1992-1-475-3,1992,True,Clear,1,1-80,277,Venezuela:Government,475,575,Government of Venezuela - Military faction (forces of Hugo Chávez),101,18,Government of Venezuela,1603,742,Military faction (forces of Hugo Chávez),-1,"http://www.acig.org/artman/publish/article_161.shtml, EFE 2/2 2007, AP 4/4 2007",,,,,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-02-04T00:00:00,1992-02-04T00:00:00,0,0,80,0,80,80,80
197479,VEN-1992-1-475-4,1992,True,Clear,1,1-80,277,Venezuela:Government,475,575,Government of Venezuela - Military faction (forces of Hugo Chávez),101,18,Government of Venezuela,1603,742,Military faction (forces of Hugo Chávez),-1,"The Globe and Mail 28 Nov 1992 ""Military crushes coup attempt in Venezuela Rebels surrender after fighting in which 50 killed, palace bombed"" / The Globe and Mail 30 Nov 1992 ""Venezuelan leader adamant he won't resign Fujimori grants asylum to 93 rebels who fled to Peru after coup attempt",,,,"government news agency, Venpres",1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-11-27T00:00:00,1992-11-27T00:00:00,0,0,0,46,46,165,46
197480,VEN-1989-3-101-999,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,USSD 2000 report /HRW,6,Venezuela,Venezuela,,,8.0,-66.0,POINT (-66.000000 8.000000),141349,Venezuela,101,Americas,2,5,1989-02-26T00:00:00,1989-03-31T00:00:00,0,0,30,0,30,384,30
197489,VEN-1994-3-101-4,1994,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1994-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1994-11-01,Situación de los Derechos Humanos en Venezuela,"demonstrators, PROVEA",1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1994-05-05T00:00:00,1994-05-05T00:00:00,0,0,1,0,1,2,1
197491,VEN-1995-3-101-2,1995,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,-1,"Reuters, 1995-02-23",,,,Justice and Peace Support Network,6,Venezuela,,,,8.0,-66.0,POINT (-66.000000 8.000000),141349,Venezuela,101,Americas,2,4,1995-01-01T00:00:00,1995-01-31T00:00:00,0,0,0,0,0,22,0
197495,VEN-1995-3-101-3,1995,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,-1,"Reuters, 1995-11-08",,,,PROVEA,6,Venezuela,,,,8.0,-66.0,POINT (-66.000000 8.000000),141349,Venezuela,101,Americas,2,4,1995-09-01T00:00:00,1995-09-30T00:00:00,0,0,0,0,0,7,0
198594,VEN-2004-3-101-2,2004,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,2005-05-24,UA 135/05 Fear for safety""",Amnesty International,2005-05-24,UA 135/05 Fear for safety,Amnesty,1,Valle de la Pascua town,"Valle de la Pascua town, Guárico State",Guárico state,Leonardo Infante municipality,9.21554,-66.00734,POINT (-66.007340 9.215540),142788,Venezuela,101,Americas,1,1,2004-04-12T00:00:00,2004-04-12T00:00:00,0,0,0,0,0,1,0
198621,VEN-1992-3-101-1007,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights""",Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights,Amnesty,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-01-28T00:00:00,1992-01-28T00:00:00,0,0,1,0,1,1,1
198589,VEN-2004-3-101-1,2004,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,2,"""Amnesty International,2005-06-21,VÉNÉZUÉLA. CRAINTES POUR LA SÉCURITÉ / MENACES DE MORT. PERSONNES MENACÉES : OSCAR BARRIOS (H), NEVEU DE LUIS BARRIOS ; CAROLINA GARCÍA (F), ÉPOUSE DE LUIS BARRIOS ; ET LES FRÈRES ET S?URS DE NARCISO ET LUIS BARRIOS : ELVIRA BARRIOS (F) ONEIDA B"";""Amnesty International,2004-10-29,Further Information on UA 226/04 (AMR 53/011/2004, 16 July 2004) Fear for safety/Death Threats""",Amnesty International;Amnesty International,2005-06-21;2004-10-29,"VÉNÉZUÉLA. CRAINTES POUR LA SÉCURITÉ / MENACES DE MORT. PERSONNES MENACÉES : OSCAR BARRIOS (H), NEVEU DE LUIS BARRIOS ; CAROLINA GARCÍA (F), ÉPOUSE DE LUIS BARRIOS ; ET LES FRÈRES ET S?URS DE NARCISO ET LUIS BARRIOS : ELVIRA BARRIOS (F) ONEIDA B;Further Information on UA 226/04 (AMR 53/011/2004, 16 July 2004) Fear for safety/Death Threats",Amnesty,1,Guanayen town,La Casita area of the town of Guanayen in Aragua State,Aragua state,Urdaneta municipality (Aragua),9.66883,-66.83589,POINT (-66.835890 9.668830),143507,Venezuela,101,Americas,1,1,2004-09-20T00:00:00,2004-09-20T00:00:00,0,0,1,0,1,1,1
