id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low
197515,VEN-1997-2-14507-2,1997,True,Clear,2,2-14507,13514,El Dorado inmates - Guajiro Indians,14507,14507,El Dorado inmates - Guajiro Indians,6166,6166,El Dorado inmates,6167,6167,Guajiro Indians,-1,"Reuters 29 Aug 1997 ""Gang warfare in Venezuelan jail kills 29",,,,secretary general of Bolivar state,1,El Dorado town,"El Dorado jail, 440 miles (700 km) southeast of Caracas.",Bolívar state,Sifontes municipality,6.715023,-61.637734,POINT (-61.637734 6.715023),139197,Venezuela,101,Americas,1,1,1997-08-28T00:00:00,1997-08-28T00:00:00,0,29,0,0,29,29,29
194873,VEN-1989-3-101-3,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989""",PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989,students,1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-02-14T00:00:00,1989-02-14T00:00:00,0,0,1,0,1,1,1
194872,VEN-1989-3-101-2,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,-1,Reuters 21 Feb 1989,,,,university authorities,1,Caracas city,Central University of Venezuela in Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-02-20T00:00:00,1989-02-20T00:00:00,0,0,1,0,1,1,1
194874,VEN-1994-2-14625-0,1994,True,Clear,2,2-14625,13607,Sabaneta - Pavilion I gang - Sabaneta - Re-education sector gang,14625,14625,Sabaneta - Pavilion I gang - Sabaneta - Re-education sector gang,6276,6276,Sabaneta - Pavilion I gang,6275,6275,Sabaneta - Re-education sector gang,1,"""Human Rights Watch,1994-02-24,VENEZUELA      PRISON MASSACRE IN MARACAIBO Vol VI, Number 1""",Human Rights Watch,1994-02-24,"VENEZUELA      PRISON MASSACRE IN MARACAIBO Vol VI, Number 1",police spokesman / officials,1,Maracaibo town,"Sabaneta prison in Maracaibo, 325 miles west (520 km) of Caracas",Zulia state,Maracaibo municipality,10.63167,-71.64056,POINT (-71.640560 10.631670),144937,Venezuela,101,Americas,1,1,1994-01-03T00:00:00,1994-01-03T00:00:00,0,0,0,127,127,127,127
194876,VEN-1997-2-14507-999,1997,True,Clear,2,2-14507,13514,El Dorado inmates - Guajiro Indians,14507,14507,El Dorado inmates - Guajiro Indians,6166,6166,El Dorado inmates,6167,6167,Guajiro Indians,-1,"Reuters 29 Aug 1997 ""Gang warfare in Venezuelan jail kills 29",,,,,1,El Dorado town,"El Dorado jail, 440 miles (700 km) southeast of Caracas.",Bolívar state,Sifontes municipality,6.715023,-61.637734,POINT (-61.637734 6.715023),139197,Venezuela,101,Americas,1,2,1997-08-26T00:00:00,1997-08-28T00:00:00,1,0,0,0,1,1,1
201315,VEN-1992-3-101-1027,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela,PROVEA,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-04-19T00:00:00,1992-04-19T00:00:00,0,0,1,0,1,1,1
197392,VEN-1991-3-101-3,1991,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,radio reports and police,1,Caracas city,"Caracas (Las Adjuntas, Macarao)",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1991-11-20T00:00:00,1991-11-20T00:00:00,0,0,3,0,3,3,3
197382,VEN-1991-3-101-2,1991,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights""",Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights,"Reuters, Amnesty",1,Los Teques town,"Los Teques, a suburb some 18 km from Caracas city center",Miranda state,Guaicaipuro municipality,10.34447,-67.04325,POINT (-67.043250 10.344470),144226,Venezuela,101,Americas,1,1,1991-10-30T00:00:00,1991-10-30T00:00:00,0,0,1,0,1,1,1
197417,VEN-1993-3-101-2,1993,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1993-11-01,Situación de los Derechos Humanos Informe anual octubre 1992 - septiembre 1993""",PROVEA,1993-11-01,Situación de los Derechos Humanos Informe anual octubre 1992 - septiembre 1993,"AFP, PROVEA",1,Los Teques town,"Los Teques, Miranda",Miranda state,Guaicaipuro municipality,10.34447,-67.04325,POINT (-67.043250 10.344470),144226,Venezuela,101,Americas,1,1,1993-03-09T00:00:00,1993-03-09T00:00:00,0,0,1,0,1,1,1
197416,VEN-1992-3-101-4,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,"head of the Venezuelan Intelligence Division, HRW",1,Blandin locality,"area known as BlandÌn, on the outskirts of Caracas in Miranda state",Distrito Federal,Vargas municipality,10.532693,-66.943097,POINT (-66.943097 10.532693),144947,Venezuela,101,Americas,1,2,1992-12-16T00:00:00,1992-12-17T00:00:00,0,0,3,0,3,3,3
197502,VEN-1999-3-101-5,1999,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,-1,USSD 2000 report,,,,USSD 2000 report,6,Venezuela,Venezuela,,,8.0,-66.0,POINT (-66.000000 8.000000),141349,Venezuela,101,Americas,2,4,1999-02-01T00:00:00,1999-02-28T00:00:00,0,0,0,0,0,1,0
198897,VEN-1989-3-101-1020,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Valencia town,"Valencia, Edo. 
Carabobo",Carabobo state,Valencia municipality,10.16202,-68.00765,POINT (-68.007650 10.162020),144224,Venezuela,101,Americas,1,1,1989-10-28T00:00:00,1989-10-28T00:00:00,0,0,1,0,1,1,1
198898,VEN-1989-3-101-1021,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Caracas city,"San José, Caracas",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-10-28T00:00:00,1989-10-28T00:00:00,0,0,1,0,1,1,1
204190,VEN-2000-3-101-1036,2000,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,2001-11-01,lista de casos de violaciones al derecho a la vida""",PROVEA,2001-11-01,lista de casos de violaciones al derecho a la vida,PROVEA,1,Maracay town,Maracay,Aragua state,Girardot municipality,10.24694,-67.59583,POINT (-67.595830 10.246940),144225,Venezuela,101,Americas,1,1,2000-12-30T00:00:00,2000-12-30T00:00:00,0,0,0,0,0,1,0
198196,VEN-1989-3-101-1000,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,Mother of the victim to HRW,1,Caracas city,"Palo Verde, Caracas town ",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-03-01T00:00:00,1989-03-01T00:00:00,0,0,1,0,1,1,1
198197,VEN-1990-3-101-1000,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,HRW,1,Caracas city,"Nueva
Tacagua, Caracas",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1990-06-30T00:00:00,1990-06-30T00:00:00,0,0,1,0,1,1,1
198198,VEN-1992-3-101-1000,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,HRW,1,La Trinchera village,"area known as Las Trincheras, close to the MaiquetÌa International Airport",Distrito Federal,Vargas municipality,10.55171,-66.98326,POINT (-66.983260 10.551710),144947,Venezuela,101,Americas,1,1,1992-12-16T00:00:00,1992-12-16T00:00:00,0,0,1,0,1,1,1
198199,VEN-1993-3-101-1000,1993,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,HRW,1,Caracas city,"Calle Principal de Las
Delicias in Caracas",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1993-02-04T00:00:00,1993-02-04T00:00:00,0,0,1,0,1,1,1
198275,VEN-1992-3-101-1001,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA""",Human Rights Watch,1993-10-01,HUMAN RIGHUMAN RIGHTS IN VENEZUELAHTS IN VENEZUELA,HRW,1,Petare suburb of Caracas,"Petare, an impoverished
neighborhood just outside Caracas",Miranda state,Sucre municipality (Miranda),10.47226,-66.80155,POINT (-66.801550 10.472260),144227,Venezuela,101,Americas,1,1,1992-03-19T00:00:00,1992-03-19T00:00:00,0,0,1,0,1,1,1
198306,VEN-1989-3-101-1001,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1990-03-01,VENEZUELA DENUNCIAS DE HOMICIDIOS ARBITRARIOS Y TORTURAS: FEBRERO Y MARZO DE 1989""",Amnesty International,1990-03-01,VENEZUELA DENUNCIAS DE HOMICIDIOS ARBITRARIOS Y TORTURAS: FEBRERO Y MARZO DE 1989,AI,1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-03-02T00:00:00,1989-03-02T00:00:00,0,0,1,0,1,1,1
198314,VEN-1992-3-101-1003,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1992-06-17,UA 203/92 Possible Extrajudicial Execution/Torture """,Amnesty International,1992-06-17,UA 203/92 Possible Extrajudicial Execution/Torture,Amnesty,1,Maracay town,"town of Maracay, state of Aragua",Aragua state,Girardot municipality,10.24694,-67.59583,POINT (-67.595830 10.246940),144225,Venezuela,101,Americas,1,1,1992-06-02T00:00:00,1992-06-02T00:00:00,0,0,1,0,1,1,1
198321,VEN-1992-3-101-1005,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1992-11-30,UA 377/92 Possible extrajudicial executions/health concern""",Amnesty International,1992-11-30,UA 377/92 Possible extrajudicial executions/health concern,Amnesty,1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-11-27T00:00:00,1992-11-27T00:00:00,0,0,4,0,4,4,4
198439,VEN-2003-3-101-1000,2003,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,2004-07-16,UA 226/04 Fear for safety/Death threats""",Amnesty International,2004-07-16,UA 226/04 Fear for safety/Death threats,Amnesty,1,Guanayen town,"town of Guanayen, Aragua state",Aragua state,Urdaneta municipality (Aragua),9.66883,-66.83589,POINT (-66.835890 9.668830),143507,Venezuela,101,Americas,1,1,2003-12-11T00:00:00,2003-12-11T00:00:00,0,0,1,0,1,1,1
198440,VEN-2003-3-101-1001,2003,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,2003-10-21,UA 297/03 Fear for safety/death threats/unlawful detention/torture and ill-treatment""",Amnesty International,2003-10-21,UA 297/03 Fear for safety/death threats/unlawful detention/torture and ill-treatment,Amnesty,2,Sucre municipality (Miranda),"municipality of Sucre, Caracas, capital of Venezuela",Miranda state,Sucre municipality (Miranda),10.47226,-66.80155,POINT (-66.801550 10.472260),144227,Venezuela,101,Americas,1,1,2003-04-12T00:00:00,2003-04-12T00:00:00,0,0,0,0,0,1,0
198441,VEN-2003-3-101-1002,2003,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,2003-09-12,Further Information on UA 130/03 (AMR 53/007/2003, 9 May 2003) and follow-ups (AMR 53/009/2003, 15 May 2003 and AMR 53/010/2003, 6 June 2003) - Death threats/Fear for Safety""",Amnesty International,2003-09-12,"Further Information on UA 130/03 (AMR 53/007/2003, 9 May 2003) and follow-ups (AMR 53/009/2003, 15 May 2003 and AMR 53/010/2003, 6 June 2003) - Death threats/Fear for Safety",Amnesty,1,Cagua town,"town of Cagua, Aragua state",Aragua state,Sucre municipality (Aragua),10.18634,-67.45935,POINT (-67.459350 10.186340),144226,Venezuela,101,Americas,1,1,2003-05-10T00:00:00,2003-05-10T00:00:00,0,0,0,0,0,1,0
198596,VEN-1999-3-101-1000,1999,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""mnesty International,2005-04-21,UA 96/05 Fear for safety/Death threats""",mnesty International,2005-04-21,UA 96/05 Fear for safety/Death threats,Amnesty International,1,Maracay town," city of Maracay, capital of Aragua ",Aragua state,Girardot municipality,10.24694,-67.59583,POINT (-67.595830 10.246940),144225,Venezuela,101,Americas,1,1,1999-05-20T00:00:00,1999-05-20T00:00:00,0,0,1,0,1,1,1
198614,VEN-1992-3-101-1006,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights""",Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights,Amnesty,1,Caracas city,neighbourhood of La Laguna in Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,3,1992-02-25T00:00:00,1992-03-02T00:00:00,0,0,0,0,0,1,0
198617,VEN-1989-3-101-1003,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights""",Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights,Amnesty,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-02-28T00:00:00,1989-02-28T00:00:00,0,0,1,0,1,1,1
198620,VEN-1991-3-101-1000,1991,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights""",Amnesty International,1993-11-01,AI Index: AMR 53/07/93 £Venezuela: @The Eclipse of Human Rights,Amnesty,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1991-08-03T00:00:00,1991-08-03T00:00:00,0,0,1,0,1,1,1
198905,VEN-1989-3-101-1024,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Caracas city,"Nueva Tacagua,
Caracas",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-11-04T00:00:00,1989-11-04T00:00:00,0,0,1,0,1,1,1
198919,VEN-1990-3-101-1016,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1990-01-17T00:00:00,1990-01-17T00:00:00,0,0,1,0,1,1,1
198817,VEN-1989-3-101-1004,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989""",PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989,PROVEA,3,Mara municipality,"en el distrito Mara, (Edo. Zulia).",Miranda state,Mara municipality,10.91667,-72.08333,POINT (-72.083330 10.916670),144936,Venezuela,101,Americas,1,4,1989-07-15T00:00:00,1989-07-31T00:00:00,0,0,1,0,1,1,1
198820,VEN-1989-3-101-1005,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989""",PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989,PROVEA,1,Caracas city,"En el
Barrio El Amparo (Caracas)",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1989-08-20T00:00:00,1989-08-20T00:00:00,0,0,0,0,0,1,0
198824,VEN-1989-3-101-1006,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989""",PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989,PROVEA,6,Venezuela,Anzoátegui,,,8.0,-66.0,POINT (-66.000000 8.000000),141349,Venezuela,101,Americas,1,1,1989-11-01T00:00:00,1989-11-01T00:00:00,0,0,1,0,1,1,1
198837,VEN-1989-3-101-1007,1989,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989""",PROVEA,1989-10-01,Situacion de los derechos humanos en Venezuela Oct 1988-Sep 1989,PROVEA,3,Vargas municipality,Vargas municipality,Distrito Federal,Vargas municipality,10.566667,-66.9,POINT (-66.900000 10.566667),144947,Venezuela,101,Americas,1,1,1989-02-06T00:00:00,1989-02-06T00:00:00,0,0,1,0,1,1,1
198944,VEN-1990-3-101-1026,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Guayana town,"San Félix, Edo.
Bolívar",Bolívar state,Caroní municipality,8.35122,-62.64102,POINT (-62.641020 8.351220),141355,Venezuela,101,Americas,1,1,1990-02-25T00:00:00,1990-02-25T00:00:00,0,0,1,0,1,1,1
198926,VEN-1990-3-101-1018,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,4,Zulia state,"La Cañada, Edo Zulia",Zulia state,,10.0,-72.16667,POINT (-72.166670 10.000000),144216,Venezuela,101,Americas,1,1,1990-01-29T00:00:00,1990-01-29T00:00:00,0,0,2,0,2,2,2
198977,VEN-1990-3-101-1034,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Caracas city,"Los Frailes de Catia, Caracas",Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1990-03-31T00:00:00,1990-03-31T00:00:00,0,0,1,0,1,1,1
201305,VEN-1991-3-101-1035,1991,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela,PROVEA,1,Barquisimeto town,"Barquisimeto, Lara state",Lara state,Irabarren municipality,10.07389,-69.32278,POINT (-69.322780 10.073890),144222,Venezuela,101,Americas,1,1,1991-11-28T00:00:00,1991-11-28T00:00:00,0,0,1,0,1,1,1
201415,VEN-1992-3-101-1039,1992,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1992-11-01,Situación de los Derechos Humanos en Venezuela,PROVEA,1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1992-08-08T00:00:00,1992-08-08T00:00:00,0,0,1,0,1,1,1
203921,VEN-1996-3-101-1043,1996,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1996-11-01,Situación de los Derechos Humanos""",PROVEA,1996-11-01,Situación de los Derechos Humanos,PROVEA,1,Caracas city,Caracas,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1996-06-20T00:00:00,1996-06-20T00:00:00,0,0,0,0,0,1,0
201108,VEN-1990-3-101-1045,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.""",PROVEA,1990-11-01,. Lista Parcial de Muertes Atribuibles a Abusos por Parte de los Cuerpos de Seguridad.,PROVEA,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1990-06-02T00:00:00,1990-06-02T00:00:00,0,0,1,0,1,1,1
201259,VEN-1990-3-101-1076,1990,True,Clear,3,101,447,Government of Venezuela - Civilians,101,914,Government of Venezuela - Civilians,101,18,Government of Venezuela,9999,1,Civilians,1,"""PROVEA,1991-11-01,Situación de los Derechos Humanos en Venezuela""",PROVEA,1991-11-01,Situación de los Derechos Humanos en Venezuela,PROVEA,1,Caracas city,Caracas city,Distrito Federal,Libertador municipality,10.488011,-66.879193,POINT (-66.879193 10.488011),144227,Venezuela,101,Americas,1,1,1990-11-21T00:00:00,1990-11-21T00:00:00,0,0,1,0,1,1,1
